ID; name; description; talk; password; key0; key1; key2; fd; level; type; class; race; numwander; alignment; strength; dexterity; constitution; intelligence; piety; hpmax; hpcur; mpmax; mpcur; armor; thaco; experience; gold; ndice; sdice; pdice; special; proficiency0; proficiency1; proficiency2; proficiency3; proficiency4; proficiency5; realm0; realm1; realm2; realm3; realm4; realm5; realm6; realm7; spells0; spells1; spells2; spells3; spells4; spells5; spells6; spells7; spells8; spells9; spells10; spells11; spells12; spells13; spells14; spells15; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; quests0; quests1; quests2; quests3; quests4; quests5; quests6; quests7; quests8; quests9; quests10; quests11; quests12; quests13; quests14; quests15; questnum; carry0; carry1; carry2; carry3; carry4; carry5; carry6; carry7; carry8; carry9; rom_num; bank_balance; title; misc_stats0; misc_stats1; misc_stats2; misc_stats3; misc_stats4; clanindex; clanexp; guildtype; guildexp; special1; special2
635;kitten;You see a small cute and playfull kitten.;meow. meow. meow.;635;kitten;;;-1;1;1;0;0;2;5;8;15;8;4;6;5;5;0;0;80;18;2;0;1;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;170;170;170;165;0;0;0;0;0;0;170;18329104;(null);0;0;0;0;0;0;0;0;0;0
636;final exam;You see a 200 paged 5 hour comprehensive exam on everything.;So you think you're gonna pass?;636;final;exam;;-1;2;1;0;0;5;-10;10;10;10;15;10;10;10;30;30;60;17;9;5;1;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;499;0;0;0;0;0;0;0;0;0;499;18332320;(null);0;0;0;0;0;0;0;0;0;0
637;irate professor;You see an insane wild eyed professor staring at you.;Where's your homework? I love giving F's.;637;;;;-1;2;1;0;0;0;0;12;8;8;14;8;12;12;0;0;65;17;8;1;1;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18335536;(null);0;0;0;0;0;0;0;0;0;0
650;lag;;lags can be helpful sometimes!!!;650;lag;;;-1;5;1;3;0;0;0;18;18;12;18;18;20;20;500;500;80;10;20;100;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;8;9;24;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;282;80;80;51;80;80;0;1;18338752;(null);0;0;0;0;0;0;0;0;0;0
651;crystalline warrior;You see a humanoid creature composed completely of opaque crytal.;leave at once, or perish by my blade!;651;warrior;;;-1;15;1;4;0;0;100;22;18;25;25;25;210;210;50;50;-25;5;900;500;6;4;4;0;80;80;80;80;80;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;13;16;26;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;144;144;206;206;206;697;697;697;542;0;144;18341968;(null);0;0;0;0;0;0;0;0;0;0
652;High Priestess Callyan;You see the powerful, yet beautiful priestess conducting a ritual.;welcome to my temple, how may I be of assistance?;652;high;priestess;callyan;-1;25;1;0;0;0;100;16;23;13;18;25;250;250;80;80;-3;3;1800;100;3;6;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;18;23;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;281;281;281;281;281;281;281;281;281;0;281;18345184;(null);0;0;0;0;0;0;0;0;0;0
653;mother troll;You see an angry mother troll twice the size of her offspring.;grrr;653;troll;;;-1;10;1;0;0;0;-50;20;18;12;12;22;120;120;0;0;0;10;375;300;4;5;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;18348400;(null);0;0;0;0;0;0;0;0;0;0
654;shadow ninja;You can vaguely see a human outline which seems to blend into the shadows.;death to all non-believers!;654;ninja; ;;-1;14;1;0;0;0;-50;21;20;19;18;21;200;200;0;0;-20;6;850;1000;7;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;16;27;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18351616;(null);0;0;0;0;0;0;0;0;0;0
655;Matriarch Alliyana of Oceancrest;You see one of the religous leaders who oversees all of Oceancrest.;hear my words, and you will see the real truth;655;matriarch;alliyana;oceancrest;-1;22;1;3;0;0;125;23;24;24;24;24;325;325;100;100;-50;-4;2500;2500;4;10;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;16;18;23;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;137;0;0;0;190;190;190;190;190;0;137;18354832;(null);0;0;0;0;0;0;0;0;0;0
656;altar boy;He wears a long black gown with a white frock over it.;I snitched some of the wine, if ya wanna join me;656;boy;;;-1;4;1;0;0;0;10;13;13;10;13;16;40;40;0;0;60;16;60;12;1;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;13;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;50;43;43;43;43;43;0;50;18358048;(null);0;0;0;0;0;0;0;0;0;0
657;awakened sasquatch;You see a hairy, 8-foot creature glaring angrily at you.;how dare you awaken me from my beauty sleep!?;657;sasquatch;;;-1;13;1;2;0;0;-50;20;16;20;14;20;190;190;0;0;-10;10;600;1000;5;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;12;22;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;68;68;68;68;543;543;543;580;580;0;68;18361264;(null);0;0;0;0;0;0;0;0;0;0
658;crystalline vampire bat;You see a huge bat composed of seemingly unbreakable crystal.;ShreeeK!;658;vampire;bat;;-1;8;1;0;0;0;-30;18;18;16;16;16;100;100;0;0;20;12;250;200;4;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696;696;696;696;696;696;696;696;696;696;0;696;18364480;(null);0;0;0;0;0;0;0;0;0;0
659;imperial crystalline guard;You see a hulking crystalline warrior who seems impervious to harm.;my sole duty is to my Lord!;659;crystalline;guard;;-1;18;1;4;0;0;200;25;20;25;18;18;260;260;0;0;-45;-1;1450;2000;5;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;13;16;22;23;28;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;701;702;703;704;705;697;697;206;206;0;701;18367696;(null);0;0;0;0;0;0;0;0;0;0
660;Lord Kree of the Crystallines;You see a very intimidating crystalline entity who seems tempered by wisdom.;why have you disturbed me?;660;lord;kree;crystallines;-1;21;1;0;0;0;250;25;18;20;25;25;300;300;100;100;-60;0;2200;5000;5;8;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;11;12;13;14;16;22;23;26;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;698;698;698;698;698;700;701;702;703;704;0;698;18370912;(null);0;0;0;0;0;0;0;0;0;0
661;allosaurus;You see a two-legged dinosaur with razor sharp claws.;;661;;;;-1;14;1;0;0;0;-100;20;15;10;13;11;170;170;50;0;50;6;850;0;6;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18374128;(null);0;0;0;0;0;0;0;0;0;0
662;ceratosaurus;You see a four-legged, horned creature swinging his tail about.;;662;;;;-1;6;1;0;0;2;0;14;14;16;12;12;75;75;0;0;40;14;140;0;3;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18377344;(null);0;0;0;0;0;0;0;0;0;0
663;tyrannosaurus rex;You see a ferocious reptillian creature withjaws of death.;Hi! I'm Barney's big brother...;663;rex;;;-1;20;1;1;0;0;-150;25;18;20;13;15;275;275;0;0;20;-1;1800;4000;4;6;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;13;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715;715;715;715;716;716;716;716;716;716;0;715;18380560;(null);0;0;0;0;0;0;0;0;0;0
664;slobbering caveman;You see a semi-evolved humanoid, with a low brow and protruding forehead.;*drool*;664;caveman;;;-1;5;1;2;0;0;0;16;15;16;3;3;55;55;0;0;50;15;100;100;5;2;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18383776;(null);0;0;0;0;0;0;0;0;0;0
665;anklosaurus;You ee a small, two-legged dinosaur looking curiously at you.;;665;;;;-1;7;1;0;0;0;0;20;13;20;7;7;75;75;0;0;20;13;200;0;2;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18386992;(null);0;0;0;0;0;0;0;0;0;0
666;brontosaurus;You see a huge, 40-foot thunder lizard slslowly walking from tree to tree.;Munch! Munch!;666;;;;-1;15;1;0;0;0;0;24;15;22;11;15;200;200;0;0;3;7;1000;0;5;5;5;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715;715;715;715;715;715;715;715;715;715;0;715;18390208;(null);0;0;0;0;0;0;0;0;0;0
667;stegosaurus;You see a four-legged dinosaur with bony plates on its back.;Munch! Munch!;667;;;;-1;14;1;0;0;0;0;20;21;22;9;14;140;140;0;0;20;6;800;0;4;6;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715;715;715;715;715;715;715;715;715;715;0;715;18393424;(null);0;0;0;0;0;0;0;0;0;0
668;triceratops;You see a tri-horned dinosaur with a large bone shield protecting its head.;;668;;;;-1;9;1;0;0;0;0;20;18;18;10;10;125;125;0;0;30;12;320;0;3;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715;715;715;715;715;717;717;717;717;717;0;715;18396640;(null);0;0;0;0;0;0;0;0;0;0
670;copper dragon;The saddle on the beast is made of black leather trimmed with silver.;let's be back by dinner time, ok?;670;dragon;;;-1;22;1;0;0;0;100;25;25;24;24;24;350;350;500;500;-80;-8;0;0;60;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;24;25;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18399856;(null);0;0;0;0;0;0;0;0;0;0
671;mountain troll;The troll is wild-eyed and slathering at the mouth.;gotta remember - it's rape, pillage, THEN burn, in that order.;671;troll;;;-1;3;1;0;0;3;-20;12;12;12;11;10;30;30;0;0;70;17;35;10;1;6;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;11;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;80;0;0;0;0;0;0;0;0;80;18403072;(null);0;0;0;0;0;0;0;0;0;0
672;the Witch of Kayleigh;She may be the ugliest woman you have ever seen.;your liver will go nicely in the soup;672;witch;kayleigh;;-1;22;1;0;0;0;-200;24;25;25;24;25;340;340;400;400;-70;-4;2600;5000;3;12;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;18;23;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;405;405;405;707;707;707;707;707;707;0;405;18406288;(null);0;0;0;0;0;0;0;0;0;0
673;Silventh the Warlock;He looks to be about 20 years old, with a powerful muscular body.;you like my new body?  An adventurer like yourself brought it to me;673;silventh;warlock;;-1;20;1;0;0;0;-200;25;25;25;22;22;280;280;300;300;-50;0;1800;4000;3;10;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;13;18;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400;375;375;375;375;375;0;400;18409504;(null);0;0;0;0;0;0;0;0;0;0
674;black cat;The cat has a murderous snarl and extended claws.;;674;cat;;;-1;7;1;0;0;0;-50;14;14;20;10;10;90;90;0;0;30;13;200;0;4;3;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;11;12;22;28;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18412720;(null);0;0;0;0;0;0;0;0;0;0
675;ghostly armormaster;The shade of a large and burly armormaster swirls throughout the armory.;Silventh himself was responsible for my death.  Kill him, that I may rest;675;armormaster;;;-1;18;1;0;0;0;50;24;22;18;22;22;250;250;0;0;-40;2;1400;0;8;4;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;8;9;13;15;18;21;22;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18415936;(null);0;0;0;0;0;0;0;0;0;0
676;the sludge monster;the geletanous monster quivers and extends an eyestalk to look at you.;I alone guard the key to Kayleigh.;676;sludge;monster;;-1;15;1;0;0;0;0;21;20;20;20;20;205;205;0;0;-25;5;1000;500;4;7;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;8;13;16;20;29;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;535;535;535;535;535;535;535;535;535;535;0;535;18419152;(null);0;0;0;0;0;0;0;0;0;0
677;gray cat;The gray cat has large, intelligent eyes, and looks imploring at you.;meoow;677;cat;;;-1;10;1;0;0;0;1000;16;22;25;10;10;135;135;100;100;0;10;400;200;4;4;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;11;13;21;22;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18422368;(null);0;0;0;0;0;0;0;0;0;0
678;Brownhaven guard;He is burly and dumb, but he takes his job very seriously.;do you have your papers in order?;678;brownhaven;guard;;-1;4;1;4;0;0;0;16;14;15;10;10;60;60;0;0;60;16;60;20;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;39;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;87;91;154;154;213;213;213;242;250;0;87;18425584;(null);0;0;0;0;0;0;0;0;0;0
679;the Hydrapede;She is a thick-skinned water monster, with twelve arms.;;679;hydrapede;;;-1;21;1;0;0;0;-100;25;24;24;24;24;300;300;200;200;-60;-2;2000;0;4;10;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;8;9;16;18;20;23;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;383;383;387;387;387;383;383;387;387;0;383;18428800;(null);0;0;0;0;0;0;0;0;0;0
680;aboleth;You see a amphibious creature with flailing, venomous tentacles.;;680;;;;-1;20;1;0;0;0;-50;24;20;16;22;20;320;320;100;100;-40;-2;1600;2500;5;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;12;13;14;16;18;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;726;726;731;731;731;727;727;729;729;0;726;18432016;(null);0;0;0;0;0;0;0;0;0;0
681;large aboleth;You see a huge, amphibious creature with flailing, venomous tentacles.;;681;aboleth;;;-1;22;1;0;0;0;-150;25;24;22;24;22;375;375;200;200;-50;-3;2000;3000;7;5;5;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;12;13;14;16;18;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;726;726;727;727;727;729;729;725;725;0;726;18435232;(null);0;0;0;0;0;0;0;0;0;0
682;baby aboleth;You see a smaller, amphibious creature which seems less developed.;I'm the baby!  Gotta love me!;682;aboleth;;;-1;15;1;0;0;0;-50;18;18;18;20;16;200;200;50;50;-25;5;1000;500;5;5;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;12;13;14;18;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;387;387;383;383;383;731;731;0;0;0;387;18438448;(null);0;0;0;0;0;0;0;0;0;0
683;the Power Ranger;You see a asexual human dressed in a tight Spandex (tm) outfit.;Touch my monkey!...err...if you can find it...;683;power;ranger;;-1;22;1;4;0;0;150;25;22;20;20;22;350;350;400;400;-70;0;3000;10000;6;6;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;9;11;12;16;18;23;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18441664;(null);0;0;0;0;0;0;0;0;0;0
684;angry aboleth;You see angry, amphibious creature swinging it's tentacles towards you.;die, ugly frogs!;684;aboleth;;;-1;21;1;5;0;0;-200;25;22;20;22;22;335;335;300;300;-1;-3;1800;2000;6;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;12;13;14;16;18;23;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;726;726;727;727;727;729;729;725;725;0;726;18444880;(null);0;0;0;0;0;0;0;0;0;0
689;;;;689;;;;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18448096;(null);0;0;0;0;0;0;0;0;0;0
690;Destroyer;He's a burly dwarf with a big hammer.;To succeed you must work hard.;690;;destroyer;;-1;10;1;0;0;0;-40;25;20;12;13;9;150;150;0;0;90;5;600;500;4;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;13;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;39;8;0;38;0;39;69;3;18451312;(null);0;0;0;0;0;0;0;0;0;0
691;transparent image of Elise;The fading image looks like it is trying to tell you something.;be sure you trade me the crystal.  Do not give it to me.  And I thank thee.;691;image;elise;;-1;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2608;0;18454528;(null);0;0;0;0;0;0;0;0;0;0
692;caretaker trainer;He looks like he might be helpful, if asked the correct questions.;Talk to me about INTRO and HELP to get your lesson started.;692;caretaker;trainer;dm;-1;25;1;10;0;0;0;25;25;25;25;25;100;100;100;100;0;0;100;64;100;100;100;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;15;18;21;22;23;24;28;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;18457744;(null);0;0;0;0;0;0;0;0;0;0
700;;;;700;;;;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18460960;(null);0;0;0;0;0;0;0;0;0;0
712;castle guard;He wears the uniform of the castle, and carries a heavy trunchion.;Are you a supporter of the Prince?;712;guard;;;-1;9;1;0;0;3;100;17;16;16;16;16;120;120;0;0;10;11;320;100;4;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548;548;548;282;282;282;659;282;282;282;0;548;18464176;(null);0;0;0;0;0;0;0;0;0;0
713;lieutenant of the guard;He has medals all the way across his chest.;You have business here in the castle?;713;guard;;;-1;12;1;0;0;2;100;20;18;18;16;18;160;160;0;0;-10;8;600;200;5;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613;613;659;659;659;548;511;511;613;659;0;613;18467392;(null);0;0;0;0;0;0;0;0;0;0
714;barracks guard;he is bored with this job of standing in a damp corridor.;citizens are not allowed in the barracks;714;guard;;;-1;9;1;4;0;0;0;18;18;18;14;13;120;120;0;0;0;11;320;100;6;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;78;78;118;118;242;87;91;213;213;0;78;18470608;(null);0;0;0;0;0;0;0;0;0;0
715;weaponsmith;He is a burly dwarf, and a member of the armormaster's corp.;Only Prince Ragnar is entitled to the throne at Lyanden.;715;man-at-arms;;;-1;8;1;4;0;3;0;18;15;15;15;15;105;105;0;0;15;12;325;100;5;3;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;91;97;117;119;186;547;287;316;547;0;91;18473824;(null);0;0;0;0;0;0;0;0;0;0
716;knight of the chrysanthemum;he is a holy knight who believes in Ragnar's cause.;my prince, Ragnar the brave, will win with God's help.;716;chrysanthemum;;;-1;14;1;6;0;0;200;20;20;20;16;23;195;195;100;100;-25;6;850;200;5;5;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;8;9;13;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;91;290;295;296;297;613;91;282;290;0;91;18477040;(null);0;0;0;0;0;0;0;0;0;0
717;weapons wizard;He is a tiny elf, barely half a meter in height.;mutter;717;wizard;;;-1;20;1;5;0;0;0;22;24;24;24;24;280;280;300;300;-40;0;1800;300;5;8;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;8;13;18;20;22;23;28;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718;718;718;718;718;718;718;718;718;718;0;718;18480256;(null);0;0;0;0;0;0;0;0;0;0
