ID; name; description; key0; key1; key2; use; value; weight; type; adjustment; shotsmax; shotscur; ndice; sdice; pdice; armor; wearflag; magicpower; magicrealm; special; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; questnum; strength; dexterity; constitution; intelligence; piety; sets_flag0; sets_flag1; sets_flag2; sets_flag3; sets_flag4; sets_flag5; sets_flag6; sets_flag7; sets_flag8; sets_flag9; sets_flag10; sets_flag11; sets_flag12; sets_flag13; sets_flag14; sets_flag15; special1; special2
1084; sewer mask; A double-lined cloth mask for repelling bad smells; sewer; mask; ; You still smell something foul. Maybe it's your breath; 1500; 3; 5; 0; 38; 38; 1; 1; 1; 5; 19; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1085; cockroach innards; The squished insides of a cockroach. Rather foul; cockroach; innards; ; Yuck; 0; 1; 6; 0; 1; 1; 1; 1; 1; 0; 17; 2; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1086; Teachings of Pure Vision; A scroll purchased from a healing priest for study; teachings; pure; vision; Your eyes open to the light when you study this; 10000; 1; 7; 1; 1; 1; 1; 1; 1; 0; 17; 50; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1087; chamber key; a key to the locked chamber in the desert ruins; chamber; key; ; the stone door clicks; 0; 1; 11; 0; 1; 1; 44; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1088; sewer key; a key to the sewers of Emrae; sewer; key; ; click; 200; 1; 11; 0; 2; 2; 193; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1089; ritual room key; a key to the ritual room inside the temple of Emrae; ritual; room; key; The curtain reveal is about to occur!; 0; 1; 11; 0; 1; 1; 127; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1090; cellar key; key to the cellar underneath the Dragon Blood Pub; cellar; key; ; crrreaaaaak!; 0; 1; 11; 0; 1; 1; 142; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1091; Jack's key; key to Jack's Quarters; jack; key; ; click!; 0; 1; 11; 0; 1; 1; 154; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1092; sewer talc; a substance that can unblock the most clogged drains; sewer; talc; ; Bam! The dirt is gone; 0; 1; 11; 0; 1; 1; 242; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1093; iron door key; a key to the iron door in the cult hideout; iron; door; key; chk chk! The key works; 0; 1; 11; 0; 1; 1; 28; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1094; vulture feather; A dull black feather taken from a vulture; vulture; feather; ; Aaaaaand now you're flying!; 250; 1; 8; 0; 2; 2; 1; 1; 1; 0; 17; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1095; camel hooves; A set of dusty black hooves from a desert camel; camel; hooves; ; Clip Clopp; 700; 7; 5; 0; 54; 54; 1; 1; 1; 6; 8; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1096; sand mask; Fashionable goggles for keeping sand off the face; sand; goggles; ; Let's go sand racing!; 2500; 6; 5; 0; 54; 54; 1; 1; 1; 6; 19; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1097; potion of unending breath; A peculiar blue potion that promises more air; potion; unending; breath; Slurp; 150; 1; 6; 0; 1; 1; 1; 1; 1; 0; 17; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1098; raider's shield; A cast-iron shield designed to resist a clobbering; raider; shield; ; Yarrrr.; 3500; 18; 5; 0; 50; 50; 1; 1; 1; 14; 18; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1099; exquisite linen sleeves; Expensive white linen that repels desert heat; exquisite; linen; sleeves; You feel like a desert prince!; 3500; 5; 5; 0; 50; 50; 1; 1; 1; 12; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1100; iron bear collar; Iron shackles designed to trap and keep bears captive; iron; bear; collar; rawr, you're a bear now; 250; 9; 5; 0; 25; 25; 1; 1; 1; 15; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1101; tamer's whip; An agressive leather whip designed to tame bears; tamers; whip; ; Crrrrrr-ack!! What a sound it makes; 4000; 4; 2; 1; 50; 50; 2; 4; 8; 0; 20; 0; 0; 0; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1102; iron hunter's bow; Heavy iron bow designed for hunting; iron; hunters; bow; Don't aim for too long it's kinda heavy; 900; 15; 4; 0; 45; 45; 2; 5; 5; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1103; green cultist robes; Lovely silk robes in a brilliant emerald green; green; cultist; robes; The silk is swishy on your arms; 1000; 3; 5; 0; 14; 14; 1; 1; 1; 8; 2; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1104; stone halberd; A mighty stone halberd scavenged from a statue; stone; halberd; ; It's a little uncomforable to weild but it will do; 2300; 60; 3; 1; 30; 30; 2; 10; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1105; stone gloves; comically heavy gloves from a stone warrior; stone; gloves; ; punishingly heavy for the hands; 1000; 30; 5; 0; 15; 15; 1; 1; 1; 25; 6; 0; 0; 0; 4; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1106; elk crown; Resplendent and mighty headpiece of a forest elk; elk; crown; ; You are the king of the forest now; 2000; 7; 5; 0; 18; 18; 1; 1; 1; 14; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1107; wisp of fog; A peculiar accumulation of fog in a jar; wisp; fog; ; The fog coalesces around your body; 150; 1; 6; 0; 1; 1; 1; 1; 1; 0; 17; 25; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1108; bear egg; How would you know a bear doesn't lay eggs?; bear; egg; ; It's actually quite good; 150; 1; 6; 0; 1; 1; 1; 1; 1; 0; 17; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1109; brass ring; simple brass ring; brass; ring; ; brassy ring!; 270; 1; 5; 0; 15; 15; 1; 1; 1; 1; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1110; iron ring; simple iron ring; iron; ring; ; iron ring!; 270; 1; 5; 0; 16; 16; 1; 1; 1; 2; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1111; thuggery club; A club for those who want to go clubbing; thuggery; club; ; Let's go clubbing!!; 750; 10; 2; 0; 55; 55; 2; 6; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1112; iron hunter's machete; A rusty iron machete good for hunting deer; iron; hunters; machete; You may need a vaccine after touching the blade; 1500; 7; 1; 0; 45; 45; 7; 2; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1113; magic forest leaf; A magic little green leaf; magic; forest; leaf; Magic forest leaf activate!!; 120; 1; 8; 0; 1; 1; 1; 1; 1; 1; 17; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1114; happy rock; The happiest rock you've ever seen; happy; rock; ; He's happy to be out adventuring ; 120; 1; 5; 0; 10; 10; 1; 1; 1; 2; 17; 0; 0; 0; 44; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1115; desert raider's chestplate; Sturdy iron chestplate designed for desert heat; desert; raider; chestplate; It's raiding time!; 3000; 15; 5; 0; 50; 50; 1; 1; 1; 14; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1116; wine stained shirt; Kinda gross shirt that needs a wash; wine; stained; shirt; Why don't you wash it before you wear it?; 800; 5; 5; 0; 35; 35; 1; 1; 1; 2; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1117; leather pants; They're very tight; leather; pants; ; They're VERY tight; 800; 6; 5; 0; 31; 31; 1; 1; 1; 2; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1118; snake venom; Venom harvested from a deadly snake; snake; venom; ; Why would you drink this?; 0; 1; 6; 0; 1; 1; 1; 1; 1; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1119; antivenom; Antivenom purified from sinister snake poison; antivenom; clay; ; You feel much better; 150; 1; 6; 0; 1; 1; 1; 1; 1; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1120; camel egg; It's a magic camel, okay?; camel; egg; ; It's actually quite good; 150; 1; 6; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1121; reading glasses; For the novice reader; reading; glasses; ; Okay let's read some books!; 1000; 3; 5; 1; 20; 20; 1; 1; 1; 2; 19; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1122; ruby jewelled glasses; For the experienced reader; ruby; jewelled; glasses; Okay let's read some books!; 2000; 4; 5; 2; 40; 40; 1; 1; 1; 6; 19; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1123; cashmere sweater; It scratches your skin a little but it's so warm; cashmere; sweater; ; It scratches your skin a little but it's so warm; 2000; 9; 5; 2; 45; 45; 1; 1; 1; 7; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1124; platinum plated reading glasses; For serious reading; platinum; plated; reading; Okay let's hit the books!; 3000; 5; 5; 3; 60; 60; 1; 1; 1; 10; 19; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1125; wool knit sweater; This itchy wool is sewn with love; wool; knit; sweater; This itchy wool is sewn with love; 1500; 8; 5; 1; 25; 25; 1; 1; 1; 2; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1126; exotic down jacket; You don't even know what animal made this; exotic; down; jacket; Absolutely luxurious; 4000; 10; 5; 3; 65; 65; 1; 1; 1; 10; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1127; bookmark; It holds your place in a book; bookmark; clay; ; How will you remember what page you were on???; 150; 1; 13; 0; 1; 1; 1; 1; 1; 0; 17; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1128; library card; So you can borrow library books; library; card; ; What are you reading today?; 150; 1; 13; 0; 1; 1; 1; 1; 1; 0; 17; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1129; wooden crate; Normally this would hold the mineral talc?; wooden; crate; ; it holds your object patiently; 150; 5; 9; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1130; pretty topaz jewel; A glistening, square cut topaz. Probably valuable; pretty; topaz; jewel; Sell it!; 7500; 5; 13; 0; 1; 1; 1; 1; 1; 0; 17; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1131; pretty amethyst jewel; A glistening, round-cut amethyst. Probably valuable; pretty; amethyst; jewel; Sell it!; 8000; 5; 13; 0; 1; 1; 1; 1; 1; 0; 17; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1132; prayer book; A book of prayers to make you feel holy; prayer; book; ; Your prayers have been answered!; 150; 2; 8; 0; 2; 2; 1; 1; 1; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1133; hymn sheet; A sheet of songs to make you feel protected; hymn; sheet; ; Your songs have been noticed!; 150; 2; 8; 0; 2; 2; 1; 1; 1; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1134; trap tower f1 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 30; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1135; trap tower f2 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 35; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1136; trap tower f3 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 39; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1137; trap tower f1 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1138; trap tower f2 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1139; trap tower f2 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1140; trap tower f3 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1141; trap tower f3 key; Is this the right one?; trap; tower; key; click.; 0; 1; 11; 0; 1; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1142; Eye Gouger; A weapon to be studied for removing eyes; eye; gouger; ; Careful! You'll hurt yourself unless you study it; 0; 1; 7; 3; 1; 1; 0; 0; 0; 0; 17; 54; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1143; sun shielding mud; A mixture of sand and water that will block UV; sun; shielding; mud; Slippy Sloppy Slappy; 400; 1; 8; 0; 2; 2; 1; 1; 1; 0; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1144; camel milk; A refreshing drink that should block the sun's rays; camel; milk; ; Your thirst is quenched; 400; 1; 6; 0; 1; 1; 1; 1; 1; 0; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1145; broken glass bottle; A broken glass bottle still sticky from its contents; broken; glass; bottle; Yeaouch! You nicked yourself on the glass; 50; 8; 0; 0; 30; 30; 2; 4; 3; 0; 20; 1; 0; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1146; steak knife; A bloody steak knife; steak; knife; ; Ready for dinner timeeee!; 150; 9; 1; 1; 35; 35; 2; 5; 4; 0; 20; 1; 0; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1147; overfilled stein; Very heavy! Full of beer!; overfilled; stein; ; Try not to spill any beer; 350; 15; 2; 0; 40; 40; 2; 8; 1; 0; 20; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1148; jagged pitchfork; Perfect for when negotiations go south; jagged; pitchfork; ; GRAB YER TERCH AND PITCFERK; 1140; 13; 3; 1; 50; 50; 5; 3; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1149; wooden hunting bow; Wooden and reliable; wooden; hunting; bow; pew pew!; 850; 13; 4; 0; 45; 45; 6; 2; 2; 0; 20; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
